answer,predictions,exact_match,precision,recall,f1_score
a total abdominal hysterectomy,[SEP],0,0.0,0.0,0.0
7 days course,,0,0.0,0.0,0.0
small rash,,0,0.0,0.0,0.0
the electrocardiogram,,0,0.0,0.0,0.0
obstructive sleep apnea,##nea on cpap. [SEP],0,0.0,0.0,0.0
cardiac examination,,0,0.0,0.0,0.0
verbal command,,0,0.0,0.0,0.0
2096-01-26,,0,0.0,0.0,0.0
scoping,,0,0.0,0.0,0.0
cpk,,0,0.0,0.0,0.0
the wound,,0,0.0,0.0,0.0
ns,,0,0.0,0.0,0.0
phantom limb pain.,be mostly phantom limb pain. the acute pain service was,0,1.0,0.3,0.4615384615384615
q.day,[SEP],0,0.0,0.0,0.0
bb,treat with bb and titrate as tolerated,0,1.0,0.14285714285714285,0.25
an erythematous perianal rash,,0,0.0,0.0,0.0
b.i.d.,,0,0.0,0.0,0.0
lasix,s lasix dose in order to diurese all of the extra [SEP],0,1.0,0.08333333333333333,0.15384615384615385
hyperlipidemia,,0,0.0,0.0,0.0
daily prn,##stipation [SEP],0,0.0,0.0,0.0
this week,,0,0.0,0.0,0.0
daily,,0,0.0,0.0,0.0
palpation over ruq,,0,0.0,0.0,0.0
b.i.d.,##rilosec [SEP],0,0.0,0.0,0.0
the basal lv,2017 - 07 - 18 ). [SEP],0,0.0,0.0,0.0
sliding scale,"##cid 20 mg iv q. 12h., insulin sliding scale, [SEP]",0,1.0,0.2,0.33333333333333337
q.8,,0,0.0,0.0,0.0
x 1,,0,0.0,0.0,0.0
nitroglycerin,,0,0.0,0.0,0.0
sbp,,0,0.0,0.0,0.0
hypercholesterolemia:,,0,0.0,0.0,0.0
40 mg,,0,0.0,0.0,0.0
t2 / flair imaging,,0,0.0,0.0,0.0
18.75 mg,,0,0.0,0.0,0.0
a metastatic adenocarcinoma of the breast,##carcinoma of the breast who is status post high dose chemotherapy with pbse and ccss support ending june 1994. [SEP],0,0.5,0.15,0.23076923076923075
vancomycin.,,0,0.0,0.0,0.0
hypotensive,,0,0.0,0.0,0.0
b.i.d.,,0,0.0,0.0,0.0
the patient &apos;s admitting chest x-ray,,0,0.0,0.0,0.0
bp=140/70,,0,0.0,0.0,0.0
seroquel,well as [SEP],0,0.0,0.0,0.0
upset stomach,,0,0.0,0.0,0.0
primary cesarean section,,0,0.0,0.0,0.0
echocardiogram,various points of patient & apos ; s cycle without any change in the effusion from 06 / 11. [SEP],0,0.0,0.0,0.0
hypercholesterolemia,,0,0.0,0.0,0.0
daily,"t. i. d., [SEP]",0,0.0,0.0,0.0
hemodynamic instability,,0,0.0,0.0,0.0
acei,,0,0.0,0.0,0.0
unstable angina,,0,0.0,0.0,0.0
a magnetic resonance imaging,,0,0.0,0.0,0.0
b.i.d.,,0,0.0,0.0,0.0
q.h.s.,,0,0.0,0.0,0.0
review of systems,,0,0.0,0.0,0.0
fasting glucose,,0,0.0,0.0,0.0
left lung collapse,,0,0.0,0.0,0.0
continued tachycardia,,0,0.0,0.0,0.0
an ultrasound,,0,0.0,0.0,0.0
her coronary disease,,0,0.0,0.0,0.0
ebl,,0,0.0,0.0,0.0
mri,[SEP],0,0.0,0.0,0.0
25 mg,,0,0.0,0.0,0.0
a repeat colonoscopy,,0,0.0,0.0,0.0
qd,- dl,0,0.0,0.0,0.0
each evening,,0,0.0,0.0,0.0
pneumonias.,. treated [SEP],0,0.0,0.0,0.0
1 drop,drop ou qpm [SEP],0,0.5,0.25,0.3333333333333333
eeg,,0,0.0,0.0,0.0
physical exam,have an asymmetric prostate with prominence on the left and a question of a nodule. [SEP],0,0.0,0.0,0.0
ldl 1124 elevated,"hdl also high, protective, cntu pravachol and rercheck [SEP]",0,0.0,0.0,0.0
qam,,0,0.0,0.0,0.0
ciprofloxacin,,0,0.0,0.0,0.0
cholesterol-ldl 08/26/2091 148,148 bone density 06 /,0,0.3333333333333333,0.25,0.28571428571428575
constipation,,0,0.0,0.0,0.0
recent ct scan,##t scan showed destruction of l femoral neck. [SEP],0,0.3333333333333333,0.1111111111111111,0.16666666666666666
chronic pain,,0,0.0,0.0,0.0
each night.,,0,0.0,0.0,0.0
lovenox,,0,0.0,0.0,0.0
hl,,0,0.0,0.0,0.0
aspirin,plavix to continue for cardiac stents. [SEP],0,0.0,0.0,0.0
pseudomonas,,0,0.0,0.0,0.0
finger to nose,intact on left finger to,0,0.6666666666666666,0.4,0.5
81 mg,,0,0.0,0.0,0.0
lasix,,0,0.0,0.0,0.0
coagulopathy workup,,0,0.0,0.0,0.0
her electrocardiogram,,0,0.0,0.0,0.0
urine cultures,,0,0.0,0.0,0.0
gram-positive cocci bacteremia,,0,0.0,0.0,0.0
500 mg,", ativan 0. 5 mg x 1, mg chloride 500 mg [SEP]",0,1.0,0.18181818181818182,0.3076923076923077
chest x-ray,,0,0.0,0.0,0.0
his sugars,,0,0.0,0.0,0.0
pain,,0,0.0,0.0,0.0
reserve patency of her graft.,a course of coumadin to reserve patency of her graft. the remainder of the hospital course was unremarkable. [SEP],0,1.0,0.2631578947368421,0.4166666666666667
2096-03-10,,0,0.0,0.0,0.0
20 mg,,0,0.0,0.0,0.0
ldl 196,,0,0.0,0.0,0.0
diabetes,"high cholesterol, depression, renal [SEP]",0,0.0,0.0,0.0
q.d.,,0,0.0,0.0,0.0
her bacteremia,,0,0.0,0.0,0.0
nitroglycerin,,0,0.0,0.0,0.0
antihypertensives,,0,0.0,0.0,0.0
ekg,,0,0.0,0.0,0.0
a pulmonary emboli,"##igation, she had a pulmonary emboli which was felt [SEP]",0,1.0,0.3,0.4615384615384615
his intra-abdominal bursts of intermittent sepsis,clear that mr. mass would require aggressive surgical intervention in order to eradicate his intra - abdominal,0,0.16666666666666666,0.0625,0.09090909090909091
afib/flutter,,0,0.0,0.0,0.0
afib/flutter,,0,0.0,0.0,0.0
b.i.d.,,0,0.0,0.0,0.0
his catheterization,,0,0.0,0.0,0.0
atrial fibrillation.,given your history of atrial fibrillation. [SEP],0,1.0,0.2857142857142857,0.4444444444444445
for six weeks,"' s recommendation, needs to continue for six weeks. uti growing out [SEP]",0,1.0,0.25,0.4
disorientation,"##ientation, the patient was [SEP]",0,0.0,0.0,0.0
bid,,0,0.0,0.0,0.0
laboratory studies,,0,0.0,0.0,0.0
every four hours as needed,,0,0.0,0.0,0.0
twice daily,,0,0.0,0.0,0.0
glycemic control,,0,0.0,0.0,0.0
0.25 mg,,0,0.0,0.0,0.0
six-week course,"##tazidime, vancomycin, [SEP]",0,0.0,0.0,0.0
spinal stenosis,,0,0.0,0.0,0.0
his laryngeal cancer,,0,0.0,0.0,0.0
an mri,the head was arranged to evaluate the extent of,0,0.0,0.0,0.0
qid,,0,0.0,0.0,0.0
diovan,,0,0.0,0.0,0.0
a urine culture,,0,0.0,0.0,0.0
neuropathy,,0,0.0,0.0,0.0
left lower extremity examination,,0,0.0,0.0,0.0
c diff positive,,0,0.0,0.0,0.0
ldl 102.,"65 %. mild left atrial enlargement, no lvh. [SEP]",0,0.0,0.0,0.0
chest x-ray,,0,0.0,0.0,0.0
amphotericin-b,,0,0.0,0.0,0.0
for 5 days,##eflex 250 mg p. o. q. i. d. for 5 days ; [SEP],0,1.0,0.25,0.4
breast cancer,"i, status post left lumpectomy, on 2012 - 05 - 08, and repeat surgery with sentinel node dissection on 2012 - 06 - 05. [SEP]",0,0.0,0.0,0.0
her urine cultures,##n from her urine cultures. [SEP],0,1.0,0.5,0.6666666666666666
examination,,0,0.0,0.0,0.0
an ultrasound,,0,0.0,0.0,0.0
pacer dddr ( vitatron cl860 ),,0,0.0,0.0,0.0
lateral st depressions,,0,0.0,0.0,0.0
beta-blockade,"- blockade, calcium [SEP]",0,0.0,0.0,0.0
angiographic studies,,0,0.0,0.0,0.0
the sputum gram stain,,0,0.0,0.0,0.0
q.d.,,0,0.0,0.0,0.0
6 puffs,,0,0.0,0.0,0.0
acute renal failure,,0,0.0,0.0,0.0
hemodynamic monitoring,,0,0.0,0.0,0.0
heart rate,% in room air. [SEP],0,0.0,0.0,0.0
successful extraction,had successful extraction of stone fragments. [SEP],0,1.0,0.2857142857142857,0.4444444444444445
his laryngeal cancer,,0,0.0,0.0,0.0
gram positive cocci,,0,0.0,0.0,0.0
pain,,0,0.0,0.0,0.0
influenza,recommended for household contacts and out of home caregivers. [SEP],0,0.0,0.0,0.0
q.h.s.,,0,0.0,0.0,0.0
treatment,"revealed fluid and question of gas in the endometrial cavity, and she was sent to pinewood, norfolk for treatment and admission. [SEP]",0,1.0,0.045454545454545456,0.08695652173913045
treatment,"revealed fluid and question of gas in the endometrial cavity, and she was sent to pinewood, norfolk for treatment and admission. [SEP]",0,1.0,0.045454545454545456,0.08695652173913045
ac,) sc ac [SEP],0,1.0,0.3333333333333333,0.5
coronary disease,,0,0.0,0.0,0.0
unconjungated hyperbilirubinemia,,0,0.0,0.0,0.0
cardiac catheterization,,0,0.0,0.0,0.0
oxycodone,. q3hours as needed for pain. [SEP],0,0.0,0.0,0.0
75 mg,,0,0.0,0.0,0.0
rectal exam,,0,0.0,0.0,0.0
final pathology,,0,0.0,0.0,0.0
pain.,,0,0.0,0.0,0.0
10 units,"i. d., insulin nph 10 units subcu b. i. d., sliding scale insulin [SEP]",0,1.0,0.14285714285714285,0.25
pain,##ex 150 150 [SEP],0,0.0,0.0,0.0
pain,pelvic fx. pain controlled [SEP],0,1.0,0.2,0.33333333333333337
mitral valve endocarditis,[SEP],0,0.0,0.0,0.0
head computerized tomography scan,,0,0.0,0.0,0.0
blood pressure control.,,0,0.0,0.0,0.0
60 mg,,0,0.0,0.0,0.0
an electroencephalogram,,0,0.0,0.0,0.0
1.25 mg,,0,0.0,0.0,0.0
850 mg,,0,0.0,0.0,0.0
a bone marrow biopsy,,0,0.0,0.0,0.0
bony metastatic disease.,"bony metastatic disease. therefore on january, 2006, [SEP]",0,1.0,0.375,0.5454545454545454
ekg,normal sinus rhythm with left ventricular hypertrophy and incomplete,0,0.0,0.0,0.0
chest heaviness,,0,0.0,0.0,0.0
for 5 days,,0,0.0,0.0,0.0
most recent cxr,,0,0.0,0.0,0.0
persistent hypertension,,0,0.0,0.0,0.0
cholesterol-ldl 11/25/2115 121,,0,0.0,0.0,0.0
antibiotics,six days of antibiotics. [SEP],0,1.0,0.2,0.33333333333333337
while in-house,##t was started on nph and riss ; plan,0,0.0,0.0,0.0
orthostatic hypotension,,0,0.0,0.0,0.0
niddm,,0,0.0,0.0,0.0
x 7 days.,,0,0.0,0.0,0.0
initial electrocardiogram,,0,0.0,0.0,0.0
heart exam,,0,0.0,0.0,0.0
number of doses required ( approximate ): 10,,0,0.0,0.0,0.0
201/104,"104, and saturation 99 % on room [SEP]",0,0.0,0.0,0.0
another polyp,there. [SEP],0,0.0,0.0,0.0
a diltiazam drip,##ltiazam drip for atrial fibrillation. [SEP],0,0.3333333333333333,0.16666666666666666,0.2222222222222222
egd,01 showed mulitple non - bleeding linear erosions with an irregular circumfrencial ulcer at the ge junction. [SEP],0,0.0,0.0,0.0
his metabolic acidosis,,0,0.0,0.0,0.0
b.i.d.,,0,0.0,0.0,0.0
congestion,,0,0.0,0.0,0.0
egd,,0,0.0,0.0,0.0
myocardial infarction,,0,0.0,0.0,0.0
her chest ct,,0,0.0,0.0,0.0
60 mg,,0,0.0,0.0,0.0
examination,"county medical center, and date, able to say no but mildly inattentive during examination. [SEP]",0,1.0,0.06666666666666667,0.125
carbacephems,,0,0.0,0.0,0.0
removal,,0,0.0,0.0,0.0
pleural effusion,drain. [SEP],0,0.0,0.0,0.0
daily,,0,0.0,0.0,0.0
influenza,against influenza is recommended for household contacts and out of home caregivers. [SEP],0,1.0,0.07692307692307693,0.14285714285714288
levofloxacin,,0,0.0,0.0,0.0
lovenox,,0,0.0,0.0,0.0
pulmonary embolism,was diagnosed in year 2000 that was of unknown [SEP],0,0.0,0.0,0.0
 ldl: 114,,0,0.0,0.0,0.0
clinoril.,,0,0.0,0.0,0.0
cad,,0,0.0,0.0,0.0
mri,,0,0.0,0.0,0.0
crutches,support. [SEP],0,0.0,0.0,0.0
q. day.,,0,0.0,0.0,0.0
0.5 mg,she was brought [SEP],0,0.0,0.0,0.0
work up,##inal bleed on 4 - 10 - 98,0,0.0,0.0,0.0
an echocardiogram,foramen ovale mildly dilated left atrium. [SEP],0,0.0,0.0,0.0
x4 doses,,0,0.0,0.0,0.0
500 mg,,0,0.0,0.0,0.0
hypertension,needs to have his medications refilled - 9 of them. [SEP],0,0.0,0.0,0.0
stool,07 : c. diff negative [SEP],0,0.0,0.0,0.0
ekg,,0,0.0,0.0,0.0
5 mg,##lyburide ) 5 mg po qd [SEP],0,1.0,0.3333333333333333,0.5
0.4,,0,0.0,0.0,0.0
b.i.d.,". i. d., for three [SEP]",0,0.0,0.0,0.0
x 3 doses,3 doses and [SEP],0,0.6666666666666666,0.5,0.5714285714285715
500 mg,500 mg p o q. i. d. ; 2 ) percocet [SEP],0,1.0,0.2,0.33333333333333337
physical examination,,0,0.0,0.0,0.0
b.i.d.;,,0,0.0,0.0,0.0
antibiotic ointment,,0,0.0,0.0,0.0
prophylaxis,##hylaxis was with coumadin and nexium. [SEP],0,0.0,0.0,0.0
heart.,heart. [SEP],0,1.0,0.5,0.6666666666666666
during this admission,admission for atrial fibrillation and for [SEP],0,0.3333333333333333,0.14285714285714285,0.2
the skin examination,,0,0.0,0.0,0.0
a vq scan,,0,0.0,0.0,0.0
b.i.d.,"d., zantac 150 mg p. o. b. i. d., coumadin 5. 0 [SEP]",0,0.0,0.0,0.0
until hospital day three,until hospital day three when she was taken of the [SEP],0,1.0,0.36363636363636365,0.5333333333333333
levoflox,"14d levoflox, d / c'd feeling well, then progressive inc doe now [SEP]",0,1.0,0.08333333333333333,0.15384615384615385
acanthamoeba infection,,0,0.0,0.0,0.0
420 mg,oxide 420 mg po bid [SEP],0,1.0,0.3333333333333333,0.5
bid,,0,0.0,0.0,0.0
ciprofloxacin,,0,0.0,0.0,0.0
blood sugars,6 hrs. [SEP],0,0.0,0.0,0.0
these wounds,daily wet to dry dressings. [SEP],0,0.0,0.0,0.0
ekg,,0,0.0,0.0,0.0
undescended testicle,,0,0.0,0.0,0.0
her edema,,0,0.0,0.0,0.0
afib,,0,0.0,0.0,0.0
2064-06-16,,0,0.0,0.0,0.0
his pain,,0,0.0,0.0,0.0
shortness of breath,,0,0.0,0.0,0.0
number of doses required ( approximate ): 5,,0,0.0,0.0,0.0
mild qt prolongation,,0,0.0,0.0,0.0
her upper extremity blood pressures,right greater than,0,0.0,0.0,0.0
chest x-ray,,0,0.0,0.0,0.0
antibiotics,"##psis, off antibiotics. [SEP]",0,1.0,0.25,0.4
2080-03-24,pich clinic visit [SEP],0,0.0,0.0,0.0
a systolic blood pressure,"systolic blood pressure greater than 200, aspirin, nitropaste [SEP]",0,0.75,0.3333333333333333,0.46153846153846156
bp control,st changes.,0,0.0,0.0,0.0
dobutamine-mibi,,0,0.0,0.0,0.0
five years,,0,0.0,0.0,0.0
stool,,0,0.0,0.0,0.0
examination,,0,0.0,0.0,0.0
pravastatin,,0,0.0,0.0,0.0
blood pressure,"with blood pressure mildly hypertensive, additionally [SEP]",0,1.0,0.2857142857142857,0.4444444444444445
1 drop,##flox ( ofloxacin 0. 3 % oph solution ) 1 drop os qid,0,1.0,0.2,0.33333333333333337
a right lower extremity noninvasive ultrasound,,0,0.0,0.0,0.0
2080-01-13,,0,0.0,0.0,0.0
qam,,0,0.0,0.0,0.0
number of doses required (approximate): 6,,0,0.0,0.0,0.0
cxr,,0,0.0,0.0,0.0
electrocardiogram,,0,0.0,0.0,0.0
an echocardiogram,,0,0.0,0.0,0.0
q.h.s.,". s., sublingual ni",0,0.0,0.0,0.0
o2,,0,0.0,0.0,0.0
7 mg,,0,0.0,0.0,0.0
this pain,this pain. she could [SEP],0,1.0,0.4,0.5714285714285715
40,##s through admission with lasix at 40 intravenously and [SEP],0,1.0,0.1,0.18181818181818182
daily,##ters po daily [SEP],0,1.0,0.25,0.4
ldl 11/29/2067 119 ,0 [SEP],0,0.0,0.0,0.0
sbp,,0,0.0,0.0,0.0
noncontrast cervical spine ct,,0,0.0,0.0,0.0
review of systems,,0,0.0,0.0,0.0
wound,and the wound was irrigated with [SEP],0,1.0,0.14285714285714285,0.25
10 mg,librium 10 mg p. o. b. i. d. [SEP],0,1.0,0.2222222222222222,0.3636363636363636
echo,,0,0.0,0.0,0.0
examination,examination. [SEP],0,1.0,0.5,0.6666666666666666
blood pressure 140/64,,0,0.0,0.0,0.0
lasix,##ning - non responsive to lasix. [SEP],0,1.0,0.16666666666666666,0.2857142857142857
the patient &apos;s admitting chest x-ray,& apos ; s admitting chest x - ray showed an elevated left hemidiaphragm consistent with atelectasis versus splinting on that side. [SEP],0,0.3333333333333333,0.1,0.15384615384615383
the review of systems,history of dyspnea on exertion. [SEP],0,0.25,0.16666666666666666,0.2
20 mg,,0,0.0,0.0,0.0
further evaluation,,0,0.0,0.0,0.0
some chest pressure,,0,0.0,0.0,0.0
htn,,0,0.0,0.0,0.0
le cellulitis,,0,0.0,0.0,0.0
repeat cesarean section,,0,0.0,0.0,0.0
2096-01-26,,0,0.0,0.0,0.0
mri/mra,##s. [SEP],0,0.0,0.0,0.0
2108-06-26,"an or date. he has had a couple of falls, one right on sheffield road - thankfully nothing serious. he still has right hip pain that radiates to the thigh. weight is back",0,0.0,0.0,0.0
cardiovascular examination,,0,0.0,0.0,0.0
100 mg,,0,0.0,0.0,0.0
2001 mg,"., folate 1 [SEP]",0,0.0,0.0,0.0
1 mg,", iron sulfate 325 mg three times per day, folate 1 mg [SEP]",0,1.0,0.16666666666666666,0.2857142857142857
nph insulin,,0,0.0,0.0,0.0
daily,,0,0.0,0.0,0.0
1 puff,,0,0.0,0.0,0.0
an hour.,feeds at 20 m,0,0.0,0.0,0.0
cad,,0,0.0,0.0,0.0
lung cancer,,0,0.0,0.0,0.0
home dosing,,0,0.0,0.0,0.0
right thigh cellulitis:,,0,0.0,0.0,0.0
cxr,,0,0.0,0.0,0.0
your incisions,their own. [SEP],0,0.0,0.0,0.0
auscultation,,0,0.0,0.0,0.0
nph,,0,0.0,0.0,0.0
an infection,,0,0.0,0.0,0.0
colonoscopy,"with a history of diverticulitis who was found to have colon cancer on colonoscopy, which was performed in march of 2004. [SEP]",0,1.0,0.045454545454545456,0.08695652173913045
a left lower lobe infiltrate,,0,0.0,0.0,0.0
glucophage,,0,0.0,0.0,0.0
t.i.d.,,0,0.0,0.0,0.0
heparin drip,,0,0.0,0.0,0.0
demerol,,0,0.0,0.0,0.0
"bp 152/78,",lb [SEP],0,0.0,0.0,0.0
pathology,,0,0.0,0.0,0.0
a severe headache,"by a severe headache, although he also",0,1.0,0.42857142857142855,0.6
chest x-ray,,0,0.0,0.0,0.0
leg swelling,,0,0.0,0.0,0.0
hyperparathyroidism,,0,0.0,0.0,0.0
an upper endoscopy,,0,0.0,0.0,0.0
for thirty days.,,0,0.0,0.0,0.0
type 1 diabetes,"diabetes, which is [SEP]",0,0.3333333333333333,0.25,0.28571428571428575
telemetry,,0,0.0,0.0,0.0
20 mg,20 mg po qhs [SEP],0,1.0,0.4,0.5714285714285715
blood sugars,,0,0.0,0.0,0.0
the imaging,,0,0.0,0.0,0.0
abdominal repair,,0,0.0,0.0,0.0
 a1c in october was 7,his other medications. [SEP],0,0.0,0.0,0.0
pain,,0,0.0,0.0,0.0
diabetes,,0,0.0,0.0,0.0
pain,100 mcg subcu. b. i. d. ; percocet 1 - 2 tabs q. 3 - 4h. p. r. n. pain ; axid 150 mg p. o. b. i. d. ; colace 100 mg p. o. b. i. d. [SEP],0,1.0,0.029411764705882353,0.05714285714285715
pain,for pain and use the percocet for breakthrough pain. [SEP],0,1.0,0.1,0.18181818181818182
had a temperature to about 101,,0,0.0,0.0,0.0
surgical managment,,0,0.0,0.0,0.0
number of doses required ( approximate ): 6,,0,0.0,0.0,0.0
phenergan ( promethazine hcl ),##methazine hcl ) 25 mg pr q6h prn nausea [SEP],0,0.3333333333333333,0.1111111111111111,0.16666666666666666
bactrim,,0,0.0,0.0,0.0
substernal chest pain,,0,0.0,0.0,0.0
 144/82 ,,0,0.0,0.0,0.0
a repeat cmv hypercapture,,0,0.0,0.0,0.0
20 mg,,0,0.0,0.0,0.0
5/2.5mg variable dose.,##mg variable dose. [SEP],0,0.6666666666666666,0.5,0.5714285714285715
her o2 requirement,weaned off the vent on 2013 - 01 - 01. [SEP],0,0.0,0.0,0.0
blood sugars have been in the   200s,,0,0.0,0.0,0.0
500 mg,"for 7 days, percocet 1 to 2 tablets [SEP]",0,0.0,0.0,0.0
q6h prn,,0,0.0,0.0,0.0
a pe,,0,0.0,0.0,0.0
empiric abdominal coverage,,0,0.0,0.0,0.0
cxr,30 : left lower lobe atelectasis has partially cleared. [SEP],0,0.0,0.0,0.0
this limited non-contrast study,,0,0.0,0.0,0.0
urine cultures,,0,0.0,0.0,0.0
500 mg,,0,0.0,0.0,0.0
a fistulogram,was obtained which was negative for a fistula from the bowel to the wound. [SEP],0,0.5,0.06666666666666667,0.11764705882352941
fleeting confusion,,0,0.0,0.0,0.0
blood cultures,,0,0.0,0.0,0.0
pain,with [SEP],0,0.0,0.0,0.0
daily,,0,0.0,0.0,0.0
his pain,. [SEP],0,0.0,0.0,0.0
blood pressure,pressure transiently at home. [SEP],0,0.5,0.2,0.28571428571428575
stool softener ( colace ),should drink plenty of water and take a stool softener ( colace ) to help prevent this side effect. [SEP],0,1.0,0.16666666666666666,0.2857142857142857
2080-03-28,,0,0.0,0.0,0.0
1 mg,,0,0.0,0.0,0.0
nausea,,0,0.0,0.0,0.0
325 mg,enteric - coated aspirin 325 mg p. o. q. d. ; [SEP],0,1.0,0.2,0.33333333333333337
high blood pressure,,0,0.0,0.0,0.0
infective endocarditis:active,"active, receiving vancomycin, [SEP]",0,0.0,0.0,0.0
hl,,0,0.0,0.0,0.0
1,,0,0.0,0.0,0.0
respiratory rates,,0,0.0,0.0,0.0
20 units,"lantus 20 units, and novolog 6 units. [SEP]",0,1.0,0.25,0.4
emergent cardiac catheterization,,0,0.0,0.0,0.0
initial volume repletion,,0,0.0,0.0,0.0
the egd,,0,0.0,0.0,0.0
bactrim,,0,0.0,0.0,0.0
wheezing,,0,0.0,0.0,0.0
2089-01-27,valley hospital [SEP],0,0.0,0.0,0.0
tremor,,0,0.0,0.0,0.0
urinary retention,placement. [SEP],0,0.0,0.0,0.0
250 mg,o. q. i. d. x12 doses. keflex should be [SEP],0,0.0,0.0,0.0
160 mg,,0,0.0,0.0,0.0
201/104,,0,0.0,0.0,0.0
insomnia,,0,0.0,0.0,0.0
beta-blockade,"##ctory to beta - blockade, calcium [SEP]",0,0.0,0.0,0.0
her sputum,,0,0.0,0.0,0.0
overall left ventricle systolic function,systolic function moderately impaired with and estimated ejection fraction of 35 %. [SEP],0,0.4,0.16666666666666666,0.23529411764705882
right hydronephrosis,,0,0.0,0.0,0.0
some pulmonary edema,,0,0.0,0.0,0.0
subsequent prostatic biopsy,,0,0.0,0.0,0.0
2083-12-15,: 2083 - 12 - 15 f / u visit for multiple chronic medical probs [SEP],0,0.0,0.0,0.0
per day,[SEP],0,0.0,0.0,0.0
"10 , 000 units","week starting on monday, [SEP]",0,0.0,0.0,0.0
tpa,,0,0.0,0.0,0.0
once a day,", aspirin [SEP]",0,0.0,0.0,0.0
40 mg,,0,0.0,0.0,0.0
a1c of 6.7.,##m : recent a1c of 6. 7. a1c today. [SEP],0,0.6666666666666666,0.2222222222222222,0.3333333333333333
arrhythmia,"##sine, her arrhythmia resolved. this [SEP]",0,1.0,0.16666666666666666,0.2857142857142857
a pulmonary embolism,"diagnosis was a pulmonary embolism. however, had [SEP]",0,1.0,0.375,0.5454545454545454
diagnostic procedures,,0,0.0,0.0,0.0
shortness of breath,##haler 2 puff inh qid prn shortness of breath [SEP],0,1.0,0.3,0.4615384615384615
120mg,,0,0.0,0.0,0.0
echocardiogram,,0,0.0,0.0,0.0
urinary retention,,0,0.0,0.0,0.0
x 3,##glycerin 1 / 150 ( 0. 4 mg ) 1 tab sl q5 min x 3 [SEP],0,1.0,0.14285714285714285,0.25
fine needle aspiration,,0,0.0,0.0,0.0
an electrocardiogram,,0,0.0,0.0,0.0
removal,/ 03. [SEP],0,0.0,0.0,0.0
bilateral deep venous thromboses,,0,0.0,0.0,0.0
tylenol ( acetaminophen ),##taminophen ) 650 mg po q4h prn headache [SEP],0,0.0,0.0,0.0
ultrasound,,0,0.0,0.0,0.0
mri head,##poxic brain injury. [SEP],0,0.0,0.0,0.0
2078-07-15,,0,0.0,0.0,0.0
diabetes,,0,0.0,0.0,0.0
q24h,##24h food / drug interaction instruction [SEP],0,0.0,0.0,0.0
500 mg,"500 mg p. o. t. i. d. for 14 days, thiamine [SEP]",0,1.0,0.16666666666666666,0.2857142857142857
chest pain,( nafarelin acetate ) 1 puff na bid nitroglycerin 1 / 150 ( 0. 4 mg ) 1 tab sl q5min x 3 doses prn chest pain multivitamin therapeutic ( therapeutic multivi... ) 1 tab po qd [SEP],0,1.0,0.06451612903225806,0.12121212121212122
p.r.n.,,0,0.0,0.0,0.0
emg &apos;s,,0,0.0,0.0,0.0
osteomyelitis.,the patient is being treated for osteomyelitis. his ceftriaxone and [SEP],0,1.0,0.09090909090909091,0.16666666666666669
x 1,,0,0.0,0.0,0.0
a pelvic mass,06 / 22. [SEP],0,0.0,0.0,0.0
heparin,heparin for dvt prophylaxis while in - house. [SEP],0,1.0,0.125,0.2222222222222222
q.4 h. p.r.n.,carafate 1 [SEP],0,0.0,0.0,0.0
pressure 150/98,"##uration 98 % on 2 l nasal cannula and temperature 97. 6. jvp is difficult to assess given body habitus. lungs exhibit bibasilar crackles one - third of the way up, worse on the left than the right. air movement is fair. there are no carotid bruits. carotid upstrokes are markedly diminished and mildly delayed. on heart exam, pmi could not be felt. there is a regular rate and rhythm with a 3 / 6 crescendo - decrescendo early to mid systolic peaking murmur heard best at the right upper sternal border radiating across the precordium. there are no rubs or gallops. extremities show no clubbing, cyanosis or edema. there is moderate pedal edema bilaterally going up to the ankles. [SEP]",0,0.0,0.0,0.0
daily,,0,0.0,0.0,0.0
catheterization,,0,0.0,0.0,0.0
155/65,,0,0.0,0.0,0.0
fresh frozen plasma,"##ative bun and creatinine of 11 and 1. 2 with good urine output of over 100 an hour and patient received two units of packed red blood cells, fresh frozen plasma and platelets for increasing chest tube drainage. [SEP]",0,1.0,0.07692307692307693,0.14285714285714288
for six weeks.,,0,0.0,0.0,0.0
follow-up transthoracic echocardiogram,,0,0.0,0.0,0.0
bp: 190/116,: p : 100 bp : 190 / 116 [SEP],0,0.5,0.16666666666666666,0.25
a pelvic and abdominal computerized tomography scan,,0,0.0,0.0,0.0
this pain,for this pain. she could [SEP],0,1.0,0.3333333333333333,0.5
embolic strokes,##gram and echocardiogram. [SEP],0,0.0,0.0,0.0
coumadin,,0,0.0,0.0,0.0
other:sore throat,1 - 2 lozenge po q4h prn other : sore throat [SEP],0,0.5,0.1,0.16666666666666669
constipation.,,0,0.0,0.0,0.0
2080-03-28,,0,0.0,0.0,0.0
number of doses required ( approximate ): 5,,0,0.0,0.0,0.0
repeat hip films,"a right sided pubic rami fracture, likely new. [SEP]",0,0.0,0.0,0.0
for 3 days,,0,0.0,0.0,0.0
airway protection,,0,0.0,0.0,0.0
fevers,,0,0.0,0.0,0.0
for a one week course,,0,0.0,0.0,0.0
robitussin a-c,##in a - c 5 ml p. o. q. 4h. p. r. n. cough. [SEP],0,0.0,0.0,0.0
a baseline creatinine,insufficiency with a baseline creatinine of 2. 0 to 2. 7. [SEP],0,1.0,0.25,0.4
flagyl,,0,0.0,0.0,0.0
hypotension,,0,0.0,0.0,0.0
